run_id,fold,split,space,row_type,null_value,duan_smearing_factor,n,mae,rmse,r2,bias,picp,interval_width_mean,interval_width_median,picp_low_tercile,picp_high_tercile,tercile_low_max,tercile_high_min,quantile_crossing_rate
tabular_fold_1,1,geographic_holdout,duan_smearing,null_train_mean,79.49908447265625,1.4327492669549742,325,63.59276938530115,69.27237567364924,-1.5659194088478845,54.11569987095319,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_2,2,spatial_validation,log1p,model,nan,1.4085008436282007,1531,0.6917726062647325,0.9394751528456172,0.4678557721287331,-0.06966820014971149,0.8745917700849118,2.8578519806390763,2.909837389717945,0.8610567514677103,0.7803921568627451,2.9575109481811523,3.947390079498291,0.0
tabular_fold_2,2,spatial_validation,log1p,null_train_mean,3.469489097595215,1.4085008436282007,1531,1.0236463179236375,1.2935620104187044,-0.008865484727333062,-0.12126120050929871,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_2,2,spatial_validation,naive_expm1,model,nan,1.4085008436282007,1531,51.93313333770647,103.23269864154271,0.30249099807341506,-25.77232639129621,0.8745917700849118,187.47949931736716,144.579513631766,0.8610567514677103,0.7803921568627451,18.25,50.79999923706055,0.0
tabular_fold_2,2,spatial_validation,naive_expm1,null_train_mean,79.55253601074219,1.4085008436282007,1531,85.32623327858771,123.66417630471534,-0.0009285431978227621,-3.7665473248622217,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_2,2,spatial_validation,duan_smearing,model,nan,1.4085008436282007,1531,56.190242212901985,106.15461153544426,0.2624474198190765,-1.8559267878510894,0.8451992161985631,264.0650329515043,203.64036692169734,0.6536203522504892,0.903921568627451,18.25,50.79999923706055,0.0
tabular_fold_2,2,spatial_validation,duan_smearing,null_train_mean,79.55253601074219,1.4085008436282007,1531,85.32623327858771,123.66417630471534,-0.0009285431978227621,-3.7665473248622217,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_2,2,geographic_holdout,log1p,model,nan,1.4085008436282007,325,0.9228446084843124,1.1232263727409684,5.504318252735896e-05,0.4872523035648775,0.6984615384615385,2.682477140327051,2.6531934642392176,0.34545454545454546,0.8703703703703703,2.0014801025390625,2.912350654602051,0.0
tabular_fold_2,2,geographic_holdout,log1p,null_train_mean,3.469489097595215,1.4085008436282007,325,1.225140550686763,1.4377004711180799,-0.6382430744747374,0.8973715573090774,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_2,2,geographic_holdout,naive_expm1,model,nan,1.4085008436282007,325,23.10612699938899,43.28090052970546,-0.00164868415416497,0.20823787412382583,0.6984615384615385,129.35345011702094,110.56023634614499,0.34545454545454546,0.8703703703703703,6.400000095367432,17.399999618530273,0.0
tabular_fold_2,2,geographic_holdout,naive_expm1,null_train_mean,79.55253601074219,1.4085008436282007,325,63.637668677293334,69.31414013982655,-1.5690143383375483,54.16915140903913,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_2,2,geographic_holdout,duan_smearing,model,nan,1.4085008436282007,325,29.328813587780797,46.89206850042805,-0.17576798205255906,11.07093808894173,0.5723076923076923,182.19444361604235,155.72418616527847,0.15454545454545454,0.9537037037037037,6.400000095367432,17.399999618530273,0.0
tabular_fold_2,2,geographic_holdout,duan_smearing,null_train_mean,79.55253601074219,1.4085008436282007,325,63.637668677293334,69.31414013982655,-1.5690143383375483,54.16915140903913,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_3,3,spatial_validation,log1p,model,nan,1.4699495331786483,1531,0.7089591827218283,0.9477001837588325,0.4980282635178399,0.018142176577444866,0.8177661659046375,2.6636841536602383,2.6816832601053444,0.748062015503876,0.75049115913556,2.70805025100708,3.7376697063446045,0.0
tabular_fold_3,3,spatial_validation,log1p,null_train_mean,3.509932041168213,1.4699495331786483,1531,1.0849058613774825,1.3400663229112468,-0.003667638791498895,0.0810073846640889,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_3,3,spatial_validation,naive_expm1,model,nan,1.4699495331786483,1531,50.63069908371436,103.75188438849267,0.29317280631805354,-27.56583305519312,0.8177661659046375,168.89926559637223,123.62320691748627,0.748062015503876,0.75049115913556,14.0,41.0,0.0
tabular_fold_3,3,spatial_validation,naive_expm1,null_train_mean,80.8571548461914,1.4699495331786483,1531,88.91880831138458,123.43770011154841,-0.000499568881269008,2.7582717876440945,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_3,3,spatial_validation,duan_smearing,model,nan,1.4699495331786483,1531,54.387369307133085,103.87791556980658,0.2914545460192337,-3.3479002628448753,0.7720444154147615,248.2733966176039,181.71987529840638,0.46511627906976744,0.9174852652259332,14.0,41.0,0.0
tabular_fold_3,3,spatial_validation,duan_smearing,null_train_mean,80.8571548461914,1.4699495331786483,1531,88.91880831138458,123.43770011154841,-0.000499568881269008,2.7582717876440945,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_3,3,geographic_holdout,log1p,model,nan,1.4699495331786483,325,0.9416932495358535,1.1350780178373052,-0.021157982965737343,0.5180613051839426,0.6676923076923077,2.5681669436283547,2.58753764787119,0.3090909090909091,0.8611111111111112,2.0014801025390625,2.912350654602051,0.0
tabular_fold_3,3,geographic_holdout,log1p,null_train_mean,3.509932041168213,1.4699495331786483,325,1.2489378191874578,1.4632849930381049,-0.697068404088723,0.9378145008820754,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_3,3,geographic_holdout,naive_expm1,model,nan,1.4699495331786483,325,22.93873802586636,42.6447895757435,0.027577946490473293,0.1386735079746425,0.6676923076923077,123.50824574550097,105.61397537911986,0.3090909090909091,0.8611111111111112,6.400000095367432,17.399999618530273,0.0
tabular_fold_3,3,geographic_holdout,naive_expm1,null_train_mean,80.8571548461914,1.4699495331786483,325,64.74102117410072,70.33841229432456,-1.6455012440902412,55.47377024448835,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_3,3,geographic_holdout,duan_smearing,model,nan,1.4699495331786483,325,29.815169231460374,46.433919274928186,-0.1529050250268178,12.60270233555466,0.5015384615384615,181.55088817731288,155.2472138056785,0.1,0.8703703703703703,6.400000095367432,17.399999618530273,0.0
tabular_fold_3,3,geographic_holdout,duan_smearing,null_train_mean,80.8571548461914,1.4699495331786483,325,64.74102117410072,70.33841229432456,-1.6455012440902412,55.47377024448835,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_4,4,spatial_validation,log1p,model,nan,1.4810617115414673,1531,0.7105187958585684,0.9520477969065803,0.4622154490932947,0.03072414864742281,0.8314826910516002,2.706840168271195,2.8297089751808286,0.7387914230019493,0.7941176470588235,2.7725887298583984,3.8110971450805664,0.0
tabular_fold_4,4,spatial_validation,log1p,null_train_mean,3.5119833946228027,1.4810617115414673,1531,1.0411936335513827,1.3014429185116065,-0.004942160109855154,0.09126683643329853,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_4,4,spatial_validation,naive_expm1,model,nan,1.4810617115414673,1531,48.13687437490668,96.48434621465277,0.31337171419527843,-19.82626471486589,0.8314826910516002,178.6607089237351,149.97599702890824,0.7387914230019493,0.7941176470588235,15.0,44.20000076293945,0.0
tabular_fold_4,4,spatial_validation,naive_expm1,null_train_mean,82.1612319946289,1.4810617115414673,1531,82.69761536442167,116.80758644940875,-0.006352371319291228,9.280341362735168,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_4,4,spatial_validation,duan_smearing,model,nan,1.4810617115414673,1531,54.0707010951013,100.49820013958106,0.25505443092573143,6.177346145513284,0.7818419333768779,264.607535343799,222.12370684977284,0.5224171539961013,0.9294117647058824,15.0,44.20000076293945,0.0
tabular_fold_4,4,spatial_validation,duan_smearing,null_train_mean,82.1612319946289,1.4810617115414673,1531,82.69761536442167,116.80758644940875,-0.006352371319291228,9.280341362735168,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_4,4,geographic_holdout,log1p,model,nan,1.4810617115414673,325,0.9545478088438998,1.160872902898133,-0.06809740175367063,0.5110948433585207,0.6923076923076923,2.6622281093184794,2.7408318327818324,0.37272727272727274,0.8981481481481481,2.0014801025390625,2.912350654602051,0.0
tabular_fold_4,4,geographic_holdout,log1p,null_train_mean,3.5119833946228027,1.4810617115414673,325,1.2501587027769823,1.4646005451773598,-0.7001212414657743,0.9398658543366653,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_4,4,geographic_holdout,naive_expm1,model,nan,1.4810617115414673,325,23.596422169841038,43.544019769364795,-0.013864426017252462,0.3284727185654744,0.6923076923076923,134.52173857115758,121.63451787609222,0.37272727272727274,0.8981481481481481,6.400000095367432,17.399999618530273,0.0
tabular_fold_4,4,geographic_holdout,naive_expm1,null_train_mean,82.1612319946289,1.4810617115414673,325,65.8524961590767,71.37140193048252,-1.7237754627354422,56.77784739292585,nan,nan,nan,nan,nan,nan,nan,nan
tabular_fold_4,4,geographic_holdout,duan_smearing,model,nan,1.4810617115414673,325,31.060256092256072,48.15795674914273,-0.24010641116014364,13.178524519505327,0.5107692307692308,199.2349963677325,180.14822722808637,0.1,0.8981481481481481,6.400000095367432,17.399999618530273,0.0
tabular_fold_4,4,geographic_holdout,duan_smearing,null_train_mean,82.1612319946289,1.4810617115414673,325,65.8524961590767,71.37140193048252,-1.7237754627354422,56.77784739292585,nan,nan,nan,nan,nan,nan,nan,nan
